"api_uri","at_large","contact_form","cook_pvi","crp_id","cspan_id","date_of_birth","district","dw_nominate","facebook_account","fax","fec_candidate_id","first_name","gender","geoid","google_entity_id","govtrack_id","icpsr_id","id","ideal_point","in_office","last_name","last_updated","leadership_role","middle_name","missed_votes","missed_votes_pct","next_election","ocd_id","office","party","phone","rss_url","seniority","short_title","state","suffix","title","total_present","total_votes","twitter_account","url","votes_against_party_pct","votes_with_party_pct","votesmart_id","youtube_account"
"https://api.propublica.org/congress/v1/members/B001291.json",false,,,"N00005736","44883","1948-03-23","36",0.704,"RepBrianBabin",,"H6TX02079","Brian","M","4836","/m/010qgj35","412655","21551","B001291",,true,"Babin","2022-03-01 13:30:22 -0500",,,9,1.81,"2022","ocd-division/country:us/state:tx/cd:36","2236 Rayburn House Office Building","R","202-225-1555",,"8","Rep.","TX",,"Representative",0,496,"RepBrianBabin","https://babin.house.gov",6.85,92.95,"360",
"https://api.propublica.org/congress/v1/members/B001298.json",false,,,"N00037049","103442","1963-08-16","2",0.376,"RepDonBacon",,"H6NE02125","Don","M","3102","/m/01311t71","412713","21701","B001298",,true,"Bacon","2022-03-01 13:30:21 -0500",,,1,0.2,"2022","ocd-division/country:us/state:ne/cd:2","1024 Longworth House Office Building","R","202-225-4155",,"6","Rep.","NE",,"Representative",0,496,"repdonbacon","https://bacon.house.gov",8.59,91.21,"166299",
"https://api.propublica.org/congress/v1/members/B001307.json",false,,,"N00041954",,"1945-06-04","4",,,,"H8IN04199","James","M","1804","/g/11gfd5wndr","412777",,"B001307",,true,"Baird","2022-03-01 13:30:22 -0500",,,1,0.2,"2022","ocd-division/country:us/state:in/cd:4","1314 Longworth House Office Building","R","202-225-5037",,"4","Rep.","IN",,"Representative",0,496,"RepJimBaird","https://baird.house.gov",3.68,96.11,"86013",
"https://api.propublica.org/congress/v1/members/B001306.json",false,,,"N00042194",,"1962-01-16","12",,,,"H8OH12180","Troy","M","3912","/m/09ry4tm","412747",,"B001306",,true,"Balderson","2022-03-01 13:30:23 -0500",,,9,1.81,"2022","ocd-division/country:us/state:oh/cd:12","2429 Rayburn House Office Building","R","202-225-5355",,"6","Rep.","OH",,"Representative",0,496,"RepBalderson","https://balderson.house.gov",2.49,97.3,"102781",
"https://api.propublica.org/congress/v1/members/B001299.json",false,,,"N00037185","89806","1979-07-16","3",0.645,"RepJimBanks",,"H6IN03229","Jim","M","1803","/m/0j621nj","412702","21702","B001299",,true,"Banks","2022-03-01 13:30:22 -0500",,,17,3.43,"2022","ocd-division/country:us/state:in/cd:3","1713 Longworth House Office Building","R","202-225-4436",,"6","Rep.","IN",,"Representative",0,496,"RepJimBanks","https://banks.house.gov",6.13,93.66,"116801",
"https://api.propublica.org/congress/v1/members/B001282.json",false,,,"N00031233","61848","1973-07-24","6",0.484,"RepAndyBarr",,"H0KY06104","Andy","M","2106","/m/0ddc6r6","412541","21333","B001282",,true,"Barr","2022-03-01 13:30:23 -0500",,,8,1.61,"2022","ocd-division/country:us/state:ky/cd:6","2430 Rayburn House Office Building","R","202-225-4706",,"10","Rep.","KY",,"Representative",0,496,"RepAndyBarr","https://barr.house.gov",1.66,98.13,"117290","RepAndyBarr"
"https://api.propublica.org/congress/v1/members/B001300.json",false,,,"N00037019","104730","1976-09-15","44",-0.515,"CongresswomanBarragan",,"H6CA44103","Nanette","F","0644","/g/11bx55ybbz","412687","21703","B001300",,true,"Barragán","2022-03-01 13:30:25 -0500",,,8,1.61,"2022","ocd-division/country:us/state:ca/cd:44","2246 Longworth House Office Building","D","202-225-8220","https://barragan.house.gov/feed/","6","Rep.","CA",,"Representative",0,496,"RepBarragan","https://barragan.house.gov",0.82,98.97,"166270",
"https://api.propublica.org/congress/v1/members/B001270.json",false,,,"N00031877","62502","1953-10-03","37",-0.584,"RepKarenBass",,"H0CA33117","Karen","F","0637","/m/027g9m6","412404","21110","B001270",,true,"Bass","2022-03-01 13:30:25 -0500","",,11,2.22,"2022","ocd-division/country:us/state:ca/cd:37","2021 Rayburn House Office Building","D","202-225-7084","https://bass.house.gov/rss.xml","12","Rep.","CA",,"Representative",0,496,"RepKarenBass","https://bass.house.gov",0.62,99.17,"28963","RepKarenBass"
"https://api.propublica.org/congress/v1/members/B001281.json",false,,,"N00033904","67294","1950-03-12","3",-0.433,"RepJoyceBeatty",,"H2OH03125","Joyce","F","3903","/m/03lcwb","412565","21352","B001281",,true,"Beatty","2022-03-01 13:30:24 -0500",,,4,0.81,"2022","ocd-division/country:us/state:oh/cd:3","2303 Rayburn House Office Building","D","202-225-4324","https://beatty.house.gov/rss.xml","10","Rep.","OH",,"Representative",0,496,"RepBeatty","https://beatty.house.gov",1.02,98.78,"2427",
"https://api.propublica.org/congress/v1/members/B000668.json",false,,,,,"1952-01-12","2",,,,"H0OR02127","Cliff","M","4102","/m/0gfdsjb","456842",,"B000668",,true,"Bentz","2022-03-01 13:30:23 -0500",,,0,0,"2022","ocd-division/country:us/state:or/cd:2","1239 Longworth House Office Building","R","202-225-6730",,"2","Rep.","OR",,"Representative",0,496,"RepBentz","https://bentz.house.gov/",1.84,97.96,,
"https://api.propublica.org/congress/v1/members/B001287.json",false,,,"N00030717","1033636","1965-03-02","7",-0.235,"RepAmiBera",,"H0CA03078","Ami","M","0607","/m/0dgqnts","412512","21304","B001287",,true,"Bera","2022-03-01 13:30:24 -0500",,,1,0.2,"2022","ocd-division/country:us/state:ca/cd:7","172 Cannon House Office Building","D","202-225-5716","https://bera.house.gov/rss.xml","10","Rep.","CA",,"Representative",0,496,"RepBera","https://bera.house.gov",1.22,98.58,"120030","repamibera"
"https://api.propublica.org/congress/v1/members/B001301.json",false,,,"N00039533","1020529","1947-02-02","1",0.437,"RepJackBergman",,"H6MI01226","Jack","M","2601","/m/05b2l3v","412709","21704","B001301",,true,"Bergman","2022-03-01 13:30:23 -0500",,,5,1.01,"2022","ocd-division/country:us/state:mi/cd:1","566 Cannon House Office Building","R","202-225-4735",,"6","Rep.","MI",,"Representative",0,496,"RepJackBergman","https://bergman.house.gov",1.44,98.36,"170172","RepJackBergman"
"https://api.propublica.org/congress/v1/members/B001292.json",false,,,"N00036018","21141","1950-06-20","8",-0.386,"RepDonBeyer",,"H4VA08224","Donald","M","5108","/m/053g16","412657","21554","B001292",,true,"Beyer","2022-03-01 13:30:25 -0500",,,2,0.4,"2022","ocd-division/country:us/state:va/cd:8","1119 Longworth House Office Building","D","202-225-4376",,"8","Rep.","VA",,"Representative",0,496,"RepDonBeyer","https://beyer.house.gov",0.2,99.59,"1707",
"https://api.propublica.org/congress/v1/members/B000740.json",false,,,,,"1973-11-11","5",,,,"H0OK05205","Stephanie","F","4005","/g/11h2hmkrv8","456841",,"B000740",,true,"Bice","2022-03-01 13:30:23 -0500",,,3,0.6,"2022","ocd-division/country:us/state:ok/cd:5","1223 Longworth House Office Building","R","202-225-2132",,"2","Rep.","OK",,"Representative",0,496,"RepBice","https://bice.house.gov/",2.05,97.74,,
"https://api.propublica.org/congress/v1/members/B001302.json",false,,,"N00039293","105145","1958-11-07","5",0.883,"RepAndyBiggs",,"H6AZ05083","Andy","M","0405","/m/0_1m23v","412683","21705","B001302",,true,"Biggs","2022-03-01 13:30:21 -0500",,,10,2.02,"2022","ocd-division/country:us/state:az/cd:5","171 Cannon House Office Building","R","202-225-2635","https://biggs.house.gov/rss.xml","6","Rep.","AZ",,"Representative",1,496,"RepAndyBiggsAZ","https://biggs.house.gov",24.9,74.9,"28088",
"https://api.propublica.org/congress/v1/members/B001257.json",false,,,"N00027462","1022873","1963-02-08","12",0.405,"GusBilirakis",,"H6FL09070","Gus","M","1212","/m/0dy3z1","412250","20758","B001257",,true,"Bilirakis","2022-03-01 13:30:22 -0500",,,6,1.21,"2022","ocd-division/country:us/state:fl/cd:12","2354 Rayburn House Office Building","R","202-225-5755","https://bilirakis.house.gov/rss.xml","18","Rep.","FL",,"Representative",0,496,"RepGusBilirakis","https://bilirakis.house.gov",2.89,96.9,"17318","RepGusBilirakis"
"https://api.propublica.org/congress/v1/members/B000490.json",false,,,"N00002674","26194","1947-02-04","2",-0.283,"sanfordbishop",,"H2GA02031","Sanford","M","1302","/m/02554k","400030","29339","B000490",,true,"Bishop","2022-03-01 13:30:24 -0500",,"D.",6,1.21,"2022","ocd-division/country:us/state:ga/cd:2","2407 Rayburn House Office Building","D","202-225-3631","https://bishop.house.gov/rss.xml","30","Rep.","GA","Jr.","Representative",0,496,"SanfordBishop","https://bishop.house.gov",1.64,98.16,"26817","RepSanfordBishop"
"https://api.propublica.org/congress/v1/members/B001311.json",false,,,"N00044335",,"1964-07-01","9",,,,"H0NC09187","Dan","M","3709","/m/013bg9xz","412844",,"B001311",,true,"Bishop","2022-03-01 13:30:21 -0500",,,5,1.01,"2022","ocd-division/country:us/state:nc/cd:9","1207 Longworth House Office Building","R","202-225-1976",,"4","Rep.","NC",,"Representative",0,496,"RepDanBishop","https://danbishop.house.gov/",8.64,91.15,"92423",
"https://api.propublica.org/congress/v1/members/B000574.json",false,,,"N00007727","43809","1948-08-16","3",-0.427,,,"H6OR03064","Earl","M","4103","/m/033tw8","400033","29588","B000574",,true,"Blumenauer","2022-03-01 13:30:24 -0500",,,7,1.41,"2022","ocd-division/country:us/state:or/cd:3","1111 Longworth House Office Building","D","202-225-4811","https://blumenauer.house.gov/rss.xml","28","Rep.","OR",,"Representative",0,496,"BlumenauerMedia","https://blumenauer.house.gov",1.03,98.77,"367","RepBlumenauer"
"https://api.propublica.org/congress/v1/members/B001303.json",true,,,"N00038414","104772","1962-02-10","At-Large",-0.333,"Rep.BluntRochester",,"H6DE00206","Lisa","F","1000","/g/11c328y56v","412689","21706","B001303",,true,"Blunt Rochester","2022-03-01 13:30:25 -0500",,,1,0.2,"2022","ocd-division/country:us/state:de/cd:1","1724 Longworth House Office Building","D","202-225-4165",,"6","Rep.","DE",,"Representative",0,496,"RepLBR","https://bluntrochester.house.gov",0.81,98.99,"173249",
"https://api.propublica.org/congress/v1/members/B000825.json",false,,,,,"1986-12-15","3",,,,"H0CO03165","Lauren","F","0803","/g/11j2v06x6p","456805",,"B000825",,true,"Boebert","2022-03-01 13:30:21 -0500",,,15,3.02,"2022","ocd-division/country:us/state:co/cd:3","1609 Longworth House Office Building","R","202-225-4761",,"2","Rep.","CO",,"Representative",1,496,"RepBoebert","https://boebert.house.gov/",19.71,80.08,,
"https://api.propublica.org/congress/v1/members/B001278.json",false,,,"N00033474","63966","1954-10-14","1",-0.394,"congresswomanbonamici",,"H2OR01133","Suzanne","F","4101","/m/02q453x","412501","21198","B001278",,true,"Bonamici","2022-03-01 13:30:25 -0500",,,0,0,"2022","ocd-division/country:us/state:or/cd:1","2231 Rayburn House Office Building","D","202-225-0855","https://bonamici.house.gov/rss.xml","12","Rep.","OR",,"Representative",0,496,"RepBonamici","https://bonamici.house.gov",1.01,98.79,"59641","RepSuzanneBonamici"
"https://api.propublica.org/congress/v1/members/B001295.json",false,,,"N00035420","76176","1960-12-30","12",0.282,"RepBost",,"H4IL12060","Mike","M","1712","/m/0kry42","412629","21519","B001295",,true,"Bost","2022-03-01 13:30:22 -0500",,,18,3.63,"2022","ocd-division/country:us/state:il/cd:12","1211 Longworth House Office Building","R","202-225-5661",,"8","Rep.","IL",,"Representative",0,496,"RepBost","https://bost.house.gov",5.29,94.5,"6302",
"https://api.propublica.org/congress/v1/members/B001312.json",false,,,,,"1970-06-03","7",,,,"H8GA07201","Carolyn","F","1307","/g/11fgm1glqj","456812",,"B001312",,true,"Bourdeaux","2022-03-01 13:30:23 -0500",,,0,0,"2022","ocd-division/country:us/state:ga/cd:7","1319 Longworth House Office Building","D","202-225-4272",,"2","Rep.","GA",,"Representative",0,496,"RepBourdeaux","https://bourdeaux.house.gov/",3.04,96.76,"178540",
"https://api.propublica.org/congress/v1/members/B001223.json",false,,,,,"1976-04-01","16",,,,"H0NY16143","Jamaal","M","3616","/g/11fsgvc0xx","456839",,"B001223",,true,"Bowman","2022-03-01 13:30:22 -0500",,,5,1.01,"2022","ocd-division/country:us/state:ny/cd:16","1605 Longworth House Office Building","D","202-225-2464",,"2","Rep.","NY",,"Representative",1,496,"RepBowman","https://bowman.house.gov/",4.09,95.71,,
"https://api.propublica.org/congress/v1/members/B001296.json",false,,,"N00035307","76428","1977-02-06","2",-0.4,"CongressmanBoyle",,"H4PA13199","Brendan","M","4202","/m/04f4fjk","412652","21548","B001296",,true,"Boyle","2022-03-01 13:30:24 -0500",,,5,1.01,"2022","ocd-division/country:us/state:pa/cd:2","1133 Longworth House Office Building","D","202-225-6111","https://boyle.house.gov/rss.xml","8","Rep.","PA",,"Representative",0,496,"CongBoyle","https://boyle.house.gov",1.23,98.57,"47357",
"https://api.propublica.org/congress/v1/members/B000755.json",false,,,"N00005883","45749","1955-04-11","8",0.523,"kevinbrady",,"H6TX08100","Kevin","M","4808","/m/03tq00","400046","29760","B000755",,true,"Brady","2022-03-01 13:30:23 -0500","",,117,23.59,"2022","ocd-division/country:us/state:tx/cd:8","1011 Longworth House Office Building","R","202-225-4901",,"26","Rep.","TX",,"Representative",0,496,"RepKevinBrady","https://kevinbrady.house.gov",2.39,97.34,"361","KBrady8"
"https://api.propublica.org/congress/v1/members/B001274.json",false,,,"N00030910","94888","1954-04-29","5",0.645,"RepMoBrooks",,"H0AL05163","Mo","M","0105","/m/0c3xdjf","412395","21193","B001274",,true,"Brooks","2022-03-01 13:30:21 -0500","",,19,3.83,"2022","ocd-division/country:us/state:al/cd:5","2185 Rayburn House Office Building","R","202-225-4801","https://brooks.house.gov/rss.xml","12","Rep.","AL",,"Representative",0,496,"RepMoBrooks","https://brooks.house.gov",9.96,89.83,"121610","RepMoBrooks"
"https://api.propublica.org/congress/v1/members/B001313.json",false,,,,,"1975-06-24","11",,,,"","Shontel","F","3911",,"456863",,"B001313",,true,"Brown","2022-03-01 13:30:25 -0500",,,0,0,"2022","ocd-division/country:us/state:oh/cd:11",,"D",,"","2","Rep.","OH",,"Representative",0,138,"RepShontelBrown","https://shontelbrown.house.gov/",0,100,,
"https://api.propublica.org/congress/v1/members/B001304.json",false,,,"N00036999","1029537","1961-11-21","4",-0.338,"RepAnthonyBrown",,"H6MD04209","Anthony","M","2404","/m/09v6fg","412707","21707","B001304",,true,"Brown","2022-03-01 13:30:24 -0500","",,5,1.01,"2022","ocd-division/country:us/state:md/cd:4","1323 Longworth House Office Building","D","202-225-8699",,"6","Rep.","MD",,"Representative",0,496,"RepAnthonyBrown","https://anthonybrown.house.gov",1.23,98.57,"19344","RepAnthonyBrown"
"https://api.propublica.org/congress/v1/members/B001285.json",false,,,"N00034254","79783","1952-08-28","26",-0.287,"RepJuliaBrownley",,"H2CA00120","Julia","F","0626","/m/027z42z","412516","21308","B001285",,true,"Brownley","2022-03-01 13:30:24 -0500",,,5,1.01,"2022","ocd-division/country:us/state:ca/cd:26","2262 Rayburn House Office Building","D","202-225-5811","https://juliabrownley.house.gov/category/press-releases/feed/","10","Rep.","CA",,"Representative",0,496,"RepBrownley","https://juliabrownley.house.gov",1.02,98.77,"59904","RepJuliaBrownley"
"https://api.propublica.org/congress/v1/members/B001260.json",false,,,"N00027626","1021626","1951-05-08","16",0.361,"CongressmanBuchanan",,"H6FL13148","Vern","M","1216","/m/0gtjsp","412196","20709","B001260",,true,"Buchanan","2022-03-01 13:30:23 -0500",,,12,2.42,"2022","ocd-division/country:us/state:fl/cd:16","2110 Rayburn House Office Building","R","202-225-5015","https://buchanan.house.gov/rss.xml","16","Rep.","FL",,"Representative",0,496,"VernBuchanan","https://buchanan.house.gov",2.72,97.07,"66247","vernbuchanan"
"https://api.propublica.org/congress/v1/members/B001297.json",false,,,"N00030829","78285","1959-02-16","4",0.726,"repkenbuck",,"S0CO00237","Ken","M","0804","/m/05zzjd2","412619","21510","B001297",,true,"Buck","2022-03-01 13:30:21 -0500",,,25,5.04,"2022","ocd-division/country:us/state:co/cd:4","2455 Rayburn House Office Building","R","202-225-4676","https://buck.house.gov/rss.xml","8","Rep.","CO",,"Representative",0,496,"RepKenBuck","https://buck.house.gov",13.98,85.81,"125319",
"https://api.propublica.org/congress/v1/members/B001275.json",false,,,"N00031227","61837","1962-05-31","8",0.408,"RepLarryBucshon",,"H0IN08114","Larry","M","1808","/m/0dd9k_y","412427","21132","B001275",,true,"Bucshon","2022-03-01 13:30:23 -0500",,,12,2.42,"2022","ocd-division/country:us/state:in/cd:8","2313 Rayburn House Office Building","R","202-225-4636",,"12","Rep.","IN",,"Representative",0,496,"RepLarryBucshon","https://bucshon.house.gov",2.09,97.7,"120335","RepLarryBucshon"
"https://api.propublica.org/congress/v1/members/B001305.json",false,,,"N00039551","103513","1971-10-21","13",0.667,"RepTedBudd",,"H6NC13129","Ted","M","3713","/g/11c2nmnsj0","412712","21708","B001305",,true,"Budd","2022-03-01 13:30:21 -0500","",,11,2.22,"2022","ocd-division/country:us/state:nc/cd:13","103 Cannon House Office Building","R","202-225-4531",,"6","Rep.","NC",,"Representative",0,496,"RepTedBudd","https://budd.house.gov",7.72,92.07,"171489",
"https://api.propublica.org/congress/v1/members/B001309.json",false,,,"N00041594",,"1964-08-25","2",,,,"H8TN02119","Tim","M","4702","/m/03yt07","412817",,"B001309",,true,"Burchett","2022-03-01 13:30:21 -0500",,,9,1.81,"2022","ocd-division/country:us/state:tn/cd:2","1122 Longworth House Office Building","R","202-225-5435",,"4","Rep.","TN",,"Representative",0,496,"RepTimBurchett","https://burchett.house.gov",11.83,87.97,"24379",
"https://api.propublica.org/congress/v1/members/B001248.json",false,,,"N00025219","1003620","1950-12-23","26",0.572,"michaelcburgess",,"H2TX26093","Michael","M","4826","/m/03tq8_","400052","20355","B001248",,true,"Burgess","2022-03-01 13:30:22 -0500",,"C.",17,3.43,"2022","ocd-division/country:us/state:tx/cd:26","2161 Rayburn House Office Building","R","202-225-7772","https://burgess.house.gov/news/rss.aspx","20","Rep.","TX",,"Representative",0,496,"MichaelCBurgess","https://burgess.house.gov",5.71,94.08,"50120","michaelcburgessmd"
"https://api.propublica.org/congress/v1/members/B001224.json",false,,,,,"1976-07-21","1",,,,"H8MO01143","Cori","F","2901","/g/11cntkcbkt","456829",,"B001224",,true,"Bush","2022-03-01 13:30:22 -0500",,,4,0.81,"2022","ocd-division/country:us/state:mo/cd:1","1016 Longworth House Office Building","D","202-225-2406",,"2","Rep.","MO",,"Representative",0,496,"RepCori","https://bush.house.gov/",6.12,93.67,,
"https://api.propublica.org/congress/v1/members/B001286.json",false,,,"N00033390","63949","1961-10-17","17",-0.238,"RepCheri",,"H2IL17071","Cheri","F","1717","/m/0jwwtrm","412537","21329","B001286",,true,"Bustos","2022-03-01 13:30:23 -0500","",,6,1.21,"2022","ocd-division/country:us/state:il/cd:17","1233 Longworth House Office Building","D","202-225-5905","https://bustos.house.gov/category/press-release/feed/","10","Rep.","IL",,"Representative",0,496,"RepCheri","https://bustos.house.gov",2.87,96.93,"134964","RepCheri"
"https://api.propublica.org/congress/v1/members/B001251.json",false,,,"N00027035","1013540","1947-04-27","1",-0.404,"congressmangkbutterfield",,"H4NC01046","G.","M","3701","/m/03g_pq","400616","20340","B001251",,true,"Butterfield","2022-03-01 13:30:24 -0500","","K.",8,1.61,"2022","ocd-division/country:us/state:nc/cd:1","2080 Rayburn House Office Building","D","202-225-3101","https://butterfield.house.gov/rss.xml","20","Rep.","NC",,"Representative",0,496,"GKButterfield","https://butterfield.house.gov",1.03,98.77,"41077","GKBNC01"
"https://api.propublica.org/congress/v1/members/C000059.json",false,,,"N00007099","26709","1953-06-08","42",0.35,"70063393423",,"H2CA37023","Ken","M","0642","/m/024xl1","400057","29323","C000059",,true,"Calvert","2022-03-01 13:30:23 -0500",,,12,2.42,"2022","ocd-division/country:us/state:ca/cd:42","2205 Rayburn House Office Building","R","202-225-1986","https://calvert.house.gov/rss.xml","30","Rep.","CA",,"Representative",0,496,"KenCalvert","https://calvert.house.gov",2.92,96.87,"26777","RepKenCalvert"
"https://api.propublica.org/congress/v1/members/C001039.json",false,,,,,"1988-02-16","3",,,,"H0FL03175","Kat","F","1203","/g/11fsp_lppx","456806",,"C001039",,true,"Cammack","2022-03-01 13:30:21 -0500",,,3,0.6,"2022","ocd-division/country:us/state:fl/cd:3","1626 Longworth House Office Building","R","202-225-5744",,"2","Rep.","FL",,"Representative",0,496,"RepKatCammack","https://cammack.house.gov/",8.42,91.38,,
"https://api.propublica.org/congress/v1/members/C001112.json",false,,,"N00037015","104728","1964-11-18","24",-0.299,"repsaludcarbajal",,"H6CA24303","Salud","M","0624","/g/11c2q53dct","412686","21709","C001112",,true,"Carbajal","2022-03-01 13:30:24 -0500",,,0,0,"2022","ocd-division/country:us/state:ca/cd:24","2331 Rayburn House Office Building","D","202-225-3601",,"6","Rep.","CA",,"Representative",0,496,"RepCarbajal","https://carbajal.house.gov",1.21,98.58,"81569","repcarbajal"
"https://api.propublica.org/congress/v1/members/C001097.json",false,,,"N00033373","63934","1963-03-31","29",-0.385,"repcardenas",,"H2CA28113","Tony","M","0629","/m/0cgzsw","412517","21309","C001097",,true,"Cárdenas","2022-03-01 13:30:24 -0500",,,12,2.42,"2022","ocd-division/country:us/state:ca/cd:29","2438 Rayburn House Office Building","D","202-225-6131",,"10","Rep.","CA",,"Representative",0,496,"RepCardenas","https://cardenas.house.gov",1.24,98.55,"9754","repcardenas"
"https://api.propublica.org/congress/v1/members/C001126.json",false,,,,,"1971-03-13","15",,,,"","Mike","M","3915",,"456864",,"C001126",,true,"Carey","2022-03-01 13:30:24 -0500",,,2,1.45,"2022","ocd-division/country:us/state:oh/cd:15",,"R",,"","2","Rep.","OH",,"Representative",0,138,"RepMikeCarey","https://carey.house.gov/",2.21,97.79,,
"https://api.propublica.org/congress/v1/members/C001054.json",false,,,,,"1958-06-17","1",,,,"H0AL01055","Jerry","M","0101","/g/11j2j1brnb","456799",,"C001054",,true,"Carl","2022-03-01 13:30:22 -0500",,,3,0.6,"2022","ocd-division/country:us/state:al/cd:1","1330 Longworth House Office Building","R","202-225-4931",,"2","Rep.","AL",,"Representative",0,496,"RepJerryCarl","https://carl.house.gov/",2.87,96.92,,
